Industry,Material_Name,Material_Type,Product,Weight_or_Capacity,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percentage,Data_Source,Weight_kg,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score,Industry_encoded,Material_Type_encoded,Product_encoded,Data_Source_encoded,Weight_Normalized,Eco_Score,Circular_Economy_Score
Cosmetics,Cotton Fiber,Natural Material,Storage container,39.45 kg,0.4533333333333334,0.9142857142857144,0.4137931034482758,OpenLCA Sample,0.7883109058043783,0.3176135741652983,0.2116890941956217,0.3265521579248058,2,4,7,2,0.7883109058043786,0.3639934318555008,0.4296091954022988
Automotive,Aluminum Foil,Metal,Electronic enclosure,30.56 kg,0.5333333333333334,0.9428571428571428,0.1379310344827586,Sustainability Dataset,0.6097609961839726,0.2428024083196497,0.3902390038160274,0.3741926644726681,0,2,1,3,0.6097609961839727,0.2799343185550083,0.29609195402298855
Packaging,Tin Container,Metal,Medical packaging,16.11 kg,0.3066666666666667,0.8285714285714285,0.603448275862069,OpenLCA Sample,0.3195420767222333,0.3605145046524357,0.6804579232777667,0.4403431788443043,7,2,4,2,0.31954207672223334,0.3983316912972086,0.4847356321839081
Electronics,Kraft Paper,Paper,Food container,11.17 kg,0.2266666666666667,0.2,0.1379310344827586,Sustainability Dataset,0.2203253665394657,0.3881992337164751,0.7796746334605342,0.4571820835247503,3,5,2,3,0.22032536653946574,0.30583908045977015,0.17342528735632184
Packaging,Aluminum Foil,Metal,Food container,9.45 kg,0.8133333333333335,0.6285714285714286,0.7241379310344827,OpenLCA Sample,0.1857802771640891,0.6362999452654625,0.8142197228359109,0.7427858949569583,7,2,2,2,0.18578027716408912,0.6892742200328408,0.759816091954023
Construction,Cornstarch Plastic,Bioplastic,Medical packaging,18.24 kg,0.4000000000000001,0.7285714285714286,0.586206896551724,Carbon Catalogue,0.3623217513556938,0.4192118226600985,0.6376782486443062,0.4789882036573313,1,0,4,0,0.36232175135569383,0.44876847290640387,0.5117241379310344
Furniture,Bamboo Fiber,Natural Fiber,Food container,32.65 kg,0.09333333333333338,0.6000000000000001,0.8620689655172413,Carbon Catalogue,0.6517372966459127,0.4518007662835249,0.3482627033540873,0.3131991175196362,4,3,2,0,0.6517372966459128,0.46216091954022986,0.5545747126436781
Construction,Recycled Paper,Paper,Food container,11.0 kg,0.6533333333333333,0.7,0.9310344827586206,OpenLCA Sample,0.2169110263105041,0.6281226053639847,0.7830889736894959,0.6821757342524426,1,5,2,2,0.21691102631050416,0.6937471264367816,0.8199540229885056
Construction,Tin Container,Metal,Shipping carton,14.8 kg,0.1333333333333334,0.7142857142857142,0.2068965517241379,Sustainability Dataset,0.2932315726049408,0.208648056923919,0.7067684273950592,0.3354897509880854,1,2,6,3,0.29323157260494087,0.19323481116584568,0.17747126436781607
Home Appliances,Cotton Fiber,Natural Material,Packaging box,22.4 kg,0.8933333333333335,0.9285714285714286,0.9310344827586206,Sustainability Dataset,0.445872665193814,0.6319321291735085,0.554127334806186,0.6870110521112593,6,4,5,3,0.44587266519381413,0.7440328407224959,0.9159540229885057
Packaging,Recycled Paper,Paper,Storage container,25.39 kg,0.7733333333333334,0.0,0.6896551724137931,OpenLCA Sample,0.5059248845149628,0.8209961685823756,0.4940751154850372,0.7086210020784615,7,5,7,2,0.5059248845149629,0.7851954022988508,0.7231264367816093
Automotive,Cornstarch Plastic,Bioplastic,Storage container,24.6 kg,0.5466666666666666,0.4999999999999999,0.8448275862068966,FootprintData,0.4900582446274352,0.6304980842911877,0.5099417553725648,0.5691817603282445,0,0,7,1,0.4900582446274353,0.6565977011494253,0.7255632183908046
Automotive,PLA Bioplastic,Bioplastic,Toy casing,8.81 kg,0.5866666666666667,0.8857142857142857,0.4655172413793103,FootprintData,0.172926290419763,0.3888232074438971,0.827073709580237,0.5796513958516298,0,0,8,1,0.17292629041976304,0.44373070607553367,0.5139770114942528
Home Appliances,Cornstarch Plastic,Bioplastic,Shipping carton,20.0 kg,0.05333333333333334,0.5142857142857142,0.9137931034482758,Sustainability Dataset,0.3976702149025909,0.4842802408319649,0.6023297850974092,0.3904110318620088,6,0,6,3,0.397670214902591,0.4839934318555008,0.5696091954022988
Construction,PLA Bioplastic,Bioplastic,Electronic enclosure,10.88 kg,0.7866666666666668,0.2714285714285714,0.3793103448275861,Sustainability Dataset,0.2145009037959429,0.6315161466885605,0.7854990962040571,0.7242561875366413,1,0,1,3,0.21450090379594294,0.6121050903119869,0.5422528735632184
Healthcare,Recycled Cardboard,Cardboard,Storage container,37.6 kg,0.1333333333333334,1.0,0.2241379310344827,Carbon Catalogue,0.7511548503715605,0.1191570881226053,0.2488451496284395,0.162316380137574,5,1,7,0,0.7511548503715607,0.14298850574712646,0.187816091954023
Home Appliances,Kraft Paper,Paper,Storage container,33.14 kg,0.08000000000000002,0.2571428571428571,0.9137931034482758,Sustainability Dataset,0.6615786302470376,0.5788834154351395,0.3384213697529624,0.3570797770999446,6,5,7,3,0.6615786302470377,0.546088669950739,0.5802758620689655
Packaging,Molded Pulp,Paper,Food container,20.74 kg,0.8266666666666669,0.8571428571428572,0.3793103448275861,Carbon Catalogue,0.412532637075718,0.4496113847837986,0.587467362924282,0.6040847627908041,7,5,2,0,0.41253263707571813,0.5109622331691298,0.5582528735632184
Construction,Recycled Paper,Paper,Medical packaging,23.78 kg,0.3866666666666667,0.3285714285714286,0.3103448275862069,Sustainability Dataset,0.4735890741112673,0.4561466885604817,0.5264109258887326,0.4563819531908124,1,5,4,3,0.47358907411126744,0.41309031198686375,0.34087356321839085
Automotive,Aluminum Foil,Metal,Furniture panel,22.42 kg,0.4533333333333334,0.2428571428571428,0.08620689655172409,FootprintData,0.4462743522795742,0.4322276956759715,0.5537256477204258,0.4750087725865163,0,2,3,1,0.4462743522795743,0.3672446633825945,0.23305747126436782
Furniture,Bamboo Fiber,Natural Fiber,Toy casing,1.71 kg,0.7333333333333334,0.2714285714285714,0.2413793103448275,Carbon Catalogue,0.03032737497489455,0.5677613574165298,0.9696726250251054,0.7380063304741435,4,3,8,0,0.030327374974894558,0.5355993431855501,0.4381609195402299
Healthcare,Cotton Fiber,Natural Material,Cosmetic wrap,31.58 kg,0.6933333333333334,0.9714285714285715,0.896551724137931,Sustainability Dataset,0.6302470375577425,0.5394854953475643,0.3697529624422575,0.5347200868717029,5,4,0,3,0.6302470375577426,0.6416683087027916,0.815264367816092
Cosmetics,Cotton Fiber,Natural Material,Furniture panel,49.4 kg,0.6800000000000002,0.7428571428571429,0.2241379310344827,FootprintData,0.9881502309700742,0.3870935960591133,0.01184976902992585,0.3623923691326231,2,4,3,1,0.9881502309700744,0.4130837438423646,0.4064827586206897
Cosmetics,Kraft Paper,Paper,Packaging box,39.72 kg,0.8133333333333335,0.8857142857142857,0.7068965517241379,Sustainability Dataset,0.7937336814621408,0.5448385331143952,0.2062663185378592,0.5238153088071159,2,5,5,3,0.7937336814621411,0.6309490968801315,0.7494712643678161
Automotive,Bamboo Fiber,Natural Fiber,Food container,31.54 kg,0.2266666666666667,0.4857142857142857,0.896551724137931,Carbon Catalogue,0.629443663386222,0.5458347016967706,0.370556336613778,0.3975007816628416,0,3,2,0,0.6294436633862222,0.552144499178982,0.6285977011494253
Construction,Cornstarch Plastic,Bioplastic,Storage container,46.04 kg,0.8266666666666669,0.4571428571428571,0.4655172413793103,OpenLCA Sample,0.9206668005623618,0.6116803503010401,0.07933319943763817,0.5164720999517076,1,0,7,2,0.920666800562362,0.6254449917898195,0.6099770114942529
Electronics,Molded Pulp,Paper,Shipping carton,16.69 kg,0.8266666666666669,0.3857142857142857,0.4310344827586206,OpenLCA Sample,0.3311910022092789,0.6239956212370006,0.668808997790721,0.6982409478320166,3,5,6,2,0.33119100220927894,0.625937602627258,0.5892873563218392
Cosmetics,Recycled Paper,Paper,Storage container,9.24 kg,0.24,0.6857142857142857,0.3275862068965516,Carbon Catalogue,0.1815625627636071,0.2939573070607553,0.8184374372363928,0.43511415399522,2,5,7,0,0.18156256276360713,0.28989162561576354,0.29255172413793096
Cosmetics,Cotton Fiber,Natural Material,Food container,21.17 kg,0.72,0.2142857142857143,0.189655172413793,FootprintData,0.4211689094195621,0.5651231527093596,0.5788310905804379,0.6156985882578753,2,4,2,1,0.4211689094195622,0.5210049261083743,0.4017931034482758
Construction,Bamboo Fiber,Natural Fiber,Medical packaging,7.55 kg,0.0,0.1142857142857143,0.4482758620689655,Sustainability Dataset,0.1476200040168708,0.4446633825944171,0.8523799959831292,0.4335793518327056,1,3,4,3,0.14762000401687084,0.3564532019704434,0.2689655172413793
Automotive,Tin Container,Metal,Medical packaging,29.81 kg,0.6666666666666667,0.7285714285714286,0.7413793103448276,Sustainability Dataset,0.5946977304679654,0.5598248494800219,0.4053022695320346,0.5455206206516192,0,2,4,3,0.5946977304679655,0.6175041050903121,0.7114942528735633
Furniture,Cotton Fiber,Natural Material,Shipping carton,46.91 kg,0.1066666666666667,0.1,0.9137931034482758,Carbon Catalogue,0.9381401887929302,0.6401532567049809,0.06185981120706985,0.3066192460441134,4,4,6,0,0.9381401887929304,0.5881839080459771,0.5909425287356322
Packaging,Recycled Paper,Paper,Medical packaging,7.68 kg,0.6666666666666667,0.7714285714285714,0.6896551724137931,FootprintData,0.1502309700743121,0.5282977558839629,0.8497690299256879,0.6662498113312916,7,5,4,1,0.15023097007431213,0.5882430213464697,0.6804597701149426
Packaging,Bamboo Fiber,Natural Fiber,Storage container,41.4 kg,0.7066666666666668,0.1,0.5689655172413792,Sustainability Dataset,0.8274753966659971,0.7252107279693488,0.1725246033340029,0.5538416721879404,7,3,7,3,0.8274753966659973,0.6902528735632185,0.6240459770114943
Furniture,Tin Container,Metal,Medical packaging,16.76 kg,0.4000000000000001,0.6428571428571428,0.482758620689655,Sustainability Dataset,0.3325969070094397,0.4133004926108375,0.6674030929905603,0.485541124941503,4,2,4,3,0.3325969070094398,0.4245320197044335,0.44965517241379305
Healthcare,Bamboo Fiber,Natural Fiber,Food container,27.8 kg,0.52,0.8714285714285714,0.2241379310344827,Sustainability Dataset,0.554328178349066,0.2909031198686371,0.445671821650934,0.4060627944427351,5,3,2,3,0.5543281783490661,0.3233694581280788,0.34248275862068966
Healthcare,Cornstarch Plastic,Bioplastic,Electronic enclosure,4.53 kg,0.9733333333333334,0.6857142857142857,0.1379310344827586,Sustainability Dataset,0.08696525406708175,0.475183360700602,0.9130347459329182,0.7559837680601162,5,0,1,3,0.08696525406708176,0.5073628899835797,0.47209195402298854
Construction,PLA Bioplastic,Bioplastic,Toy casing,47.91 kg,0.7466666666666668,0.4285714285714285,0.5,Carbon Catalogue,0.9582245430809399,0.606031746031746,0.04177545691906015,0.4789453354884165,1,0,8,0,0.9582245430809401,0.612952380952381,0.5986666666666667
Healthcare,PLA Bioplastic,Bioplastic,Food container,23.6 kg,0.9733333333333334,0.657142857142857,0.982758620689655,Sustainability Dataset,0.4699738903394255,0.7663163656267105,0.5300261096605745,0.7575343791488565,5,0,2,3,0.4699738903394256,0.851008210180624,0.9789885057471264
Packaging,Cotton Fiber,Natural Material,Furniture panel,15.2 kg,0.6533333333333333,0.1142857142857143,0.06896551724137923,Carbon Catalogue,0.3012653143201446,0.5360043787629994,0.6987346856798554,0.6200221572091564,7,4,3,0,0.30126531432014464,0.4660623973727422,0.3027126436781609
Toys,Bamboo Fiber,Natural Fiber,Storage container,6.7 kg,0.52,0.1714285714285714,0.9137931034482758,Sustainability Dataset,0.1305483028720626,0.7541215106732349,0.8694516971279374,0.7184841134076753,8,3,7,3,0.13054830287206262,0.7392315270935961,0.7562758620689656
Packaging,Recycled Paper,Paper,Shipping carton,12.22 kg,0.24,0.1285714285714286,0.3103448275862069,Carbon Catalogue,0.2414139385418759,0.4739244663382594,0.7585860614581241,0.489145604972741,7,5,6,0,0.24141393854187596,0.394423645320197,0.28220689655172415
Packaging,Aluminum Foil,Metal,Furniture panel,28.61 kg,0.48,0.8857142857142857,0.7931034482758621,FootprintData,0.5705965053223538,0.4624630541871921,0.4294034946776462,0.4578062700781707,7,2,3,1,0.570596505322354,0.5320985221674878,0.6678620689655173
Home Appliances,Bamboo Fiber,Natural Fiber,Toy casing,15.36 kg,0.6666666666666667,0.6714285714285715,0.8103448275862069,FootprintData,0.3044788110062261,0.6018609742747674,0.6955211889937739,0.6494007464080391,6,3,8,1,0.30447881100622615,0.6565188834154352,0.7528735632183908
Electronics,Cornstarch Plastic,Bioplastic,Food container,11.71 kg,0.5466666666666666,0.2714285714285714,0.03448275862068961,OpenLCA Sample,0.2311709178549909,0.4365736179529283,0.768829082145009,0.569278171824674,3,0,2,2,0.23117091785499094,0.37817405582922825,0.23935632183908045
Electronics,Recycled Paper,Paper,Electronic enclosure,9.32 kg,0.3333333333333334,0.2714285714285714,0.7413793103448276,OpenLCA Sample,0.1831693111066479,0.6010946907498632,0.8168306888933521,0.5854870829679509,3,5,1,2,0.18316931110664791,0.5755993431855502,0.57816091954023
Healthcare,Bamboo Fiber,Natural Fiber,Electronic enclosure,18.19 kg,0.02666666666666667,0.0,0.2068965517241379,Sustainability Dataset,0.3613175336412934,0.4111877394636015,0.6386824663587065,0.3640798356930526,5,3,1,3,0.36131753364129343,0.29342528735632184,0.1348045977011494
Home Appliances,Recycled Cardboard,Cardboard,Storage container,16.18 kg,0.1066666666666667,0.3142857142857143,0.4137931034482758,Carbon Catalogue,0.320947981522394,0.4020580186097427,0.679052018477606,0.396538812987179,6,1,7,0,0.32094798152239407,0.3453267651888342,0.29094252873563214
Home Appliances,Molded Pulp,Paper,Packaging box,26.73 kg,0.4266666666666667,0.04285714285714287,0.6206896551724137,Carbon Catalogue,0.5328379192608957,0.6681663929939793,0.4671620807391043,0.535415181419323,6,5,5,0,0.5328379192608959,0.6103711001642036,0.5430804597701149
Electronics,Cotton Fiber,Natural Material,Shipping carton,33.16 kg,0.6266666666666667,0.9000000000000001,0.03448275862068961,Carbon Catalogue,0.6619803173327976,0.2537164750957854,0.3380196826672024,0.3908924948384749,3,4,6,0,0.6619803173327977,0.2844597701149425,0.2713563218390805
Packaging,Recycled Paper,Paper,Packaging box,40.73 kg,0.6800000000000002,0.8285714285714285,0.6206896551724137,FootprintData,0.8140188792930306,0.4907060755336618,0.1859811207069694,0.4560767664255556,7,5,5,1,0.8140188792930309,0.5545615763546798,0.6444137931034483
Home Appliances,Molded Pulp,Paper,Electronic enclosure,13.67 kg,0.52,0.8,0.8103448275862069,FootprintData,0.2705362522594899,0.5101149425287356,0.7294637477405101,0.5788851013336473,6,5,1,1,0.27053625225948996,0.5721379310344827,0.6942068965517241
Automotive,Cotton Fiber,Natural Material,Storage container,32.39 kg,0.05333333333333334,0.8571428571428572,0.6206896551724137,FootprintData,0.6465153645310303,0.2722933771209633,0.3534846354689697,0.2309627414890763,0,4,7,1,0.6465153645310304,0.2981806239737274,0.3937471264367815
Automotive,PLA Bioplastic,Bioplastic,Shipping carton,35.13 kg,0.56,0.8428571428571427,0.982758620689655,OpenLCA Sample,0.7015464952801768,0.5666338259441708,0.2984535047198232,0.4841895817936153,0,0,6,2,0.7015464952801769,0.6485320197044335,0.813655172413793
Furniture,Molded Pulp,Paper,Food container,24.6 kg,0.8666666666666667,0.2857142857142857,0.3448275862068966,Sustainability Dataset,0.4900582446274352,0.6419266557197593,0.5099417553725648,0.6697531888996732,4,5,2,3,0.4900582446274353,0.6274548440065683,0.5535632183908046
Electronics,Recycled Paper,Paper,Storage container,44.19 kg,0.16,0.657142857142857,0.7931034482758621,FootprintData,0.883510745129544,0.4319868637110018,0.116489254870456,0.2557415219455375,3,5,7,1,0.8835107451295442,0.44981280788177347,0.5398620689655172
Healthcare,Aluminum Foil,Metal,Medical packaging,28.81 kg,0.8133333333333335,0.6857142857142857,0.3103448275862069,Carbon Catalogue,0.5746133761799558,0.4793212917350849,0.4253866238200442,0.5633445038400472,5,2,4,0,0.5746133761799559,0.5123284072249591,0.5115402298850575
Toys,Cornstarch Plastic,Bioplastic,Toy casing,22.03 kg,0.4666666666666667,0.4857142857142857,0.6206896551724137,Sustainability Dataset,0.4384414541072504,0.5338806787082649,0.5615585458927496,0.5220198352511309,8,0,8,3,0.4384414541072505,0.537799671592775,0.5590804597701149
Electronics,Recycled Cardboard,Cardboard,Medical packaging,11.09 kg,0.7600000000000002,0.5571428571428572,0.2586206896551724,OpenLCA Sample,0.218718618196425,0.4871592775041051,0.7812813818035751,0.6572481255427146,3,1,4,2,0.21871861819642505,0.49601970443349763,0.45917241379310353
Furniture,Tin Container,Metal,Food container,23.76 kg,0.7333333333333334,0.6428571428571428,0.3448275862068966,FootprintData,0.4731873870255071,0.4784345922276957,0.5268126129744929,0.5694176207834262,4,2,2,1,0.4731873870255072,0.5026929392446634,0.5002298850574713
Home Appliances,Tin Container,Metal,Packaging box,29.07 kg,0.3866666666666667,0.8714285714285714,0.0,OpenLCA Sample,0.5798353082948383,0.1717460317460318,0.4201646917051617,0.3107478202099612,6,2,5,2,0.5798353082948384,0.18038095238095242,0.1546666666666667
Toys,Recycled Cardboard,Cardboard,Toy casing,31.32 kg,0.4000000000000001,0.2,0.7586206896551724,OpenLCA Sample,0.6250251054428599,0.6528735632183909,0.3749748945571401,0.4936418936544984,8,1,8,2,0.62502510544286,0.623448275862069,0.6151724137931034
Electronics,Tin Container,Metal,Storage container,25.69 kg,0.7733333333333334,0.8857142857142857,0.2068965517241379,Sustainability Dataset,0.5119501908013657,0.3648385331143952,0.4880498091986343,0.5243503560053484,3,2,7,3,0.5119501908013658,0.41494909688013143,0.43347126436781613
Packaging,Aluminum Foil,Metal,Electronic enclosure,8.38 kg,0.9333333333333336,0.3285714285714286,0.8793103448275861,Sustainability Dataset,0.1642900180759189,0.828024083196497,0.8357099819240812,0.8619226278558232,7,2,1,3,0.16429001807591892,0.8593431855500822,0.9009195402298851
Automotive,Kraft Paper,Paper,Electronic enclosure,9.55 kg,0.09333333333333338,0.8857142857142857,0.7586206896551724,FootprintData,0.1877887125928901,0.32207991242474,0.8122112874071099,0.400495351192029,0,5,1,1,0.18778871259289015,0.36363875205254514,0.49250574712643674
Home Appliances,PLA Bioplastic,Bioplastic,Food container,40.1 kg,0.0,0.7571428571428571,0.4310344827586206,Sustainability Dataset,0.8013657360915846,0.2246305418719211,0.1986342639084154,0.1494424959212931,6,0,2,3,0.8013657360915848,0.22098522167487683,0.2586206896551724
Home Appliances,Recycled Paper,Paper,Shipping carton,13.25 kg,0.9333333333333336,0.9571428571428571,0.01724137931034475,FootprintData,0.2621008234585258,0.3311439518336071,0.7378991765414742,0.6338273336958851,6,5,6,1,0.26210082345852587,0.3888013136288999,0.3836781609195403
Home Appliances,Cornstarch Plastic,Bioplastic,Electronic enclosure,35.18 kg,0.4266666666666667,0.9857142857142858,0.2241379310344827,Carbon Catalogue,0.7025507129945772,0.2216967706622879,0.2974492870054228,0.305913494366542,6,0,1,0,0.7025507129945773,0.26317898193760264,0.30514942528735634
Automotive,Recycled Cardboard,Cardboard,Storage container,10.84 kg,0.0,0.4142857142857143,0.2758620689655171,FootprintData,0.2136975296244225,0.2871921182266009,0.7863024703755774,0.3507675884033136,0,1,7,1,0.21369752962442257,0.227487684729064,0.16551724137931026
Construction,Molded Pulp,Paper,Cosmetic wrap,30.61 kg,0.5333333333333334,0.4714285714285714,0.5172413793103448,Carbon Catalogue,0.6107652138983731,0.5263820470717023,0.3892347861016269,0.487323254659169,1,5,0,0,0.6107652138983732,0.525944170771757,0.5236781609195402
Healthcare,Recycled Paper,Paper,Storage container,22.84 kg,0.5466666666666666,0.2857142857142857,0.5,Carbon Catalogue,0.4547097810805382,0.5869841269841269,0.5452902189194617,0.5623807164694892,5,5,7,0,0.45470978108053833,0.5615238095238095,0.5186666666666666
Cosmetics,Recycled Cardboard,Cardboard,Storage container,19.67 kg,0.0,0.8285714285714285,0.2068965517241379,Sustainability Dataset,0.3910423779875477,0.1261083743842365,0.6089576220124523,0.2331306363574303,2,1,7,3,0.3910423779875478,0.11704433497536948,0.12413793103448273
Healthcare,Cotton Fiber,Natural Material,Toy casing,46.14 kg,0.6000000000000001,0.9857142857142858,0.6379310344827585,Sustainability Dataset,0.9226752359911629,0.4174055829228243,0.07732476400883714,0.3701596623717809,5,4,8,3,0.9226752359911631,0.4980295566502463,0.6227586206896552
Home Appliances,Kraft Paper,Paper,Packaging box,12.0 kg,0.9333333333333336,0.6285714285714286,1.0,Sustainability Dataset,0.2369953805985137,0.7682539682539683,0.7630046194014863,0.8162029731220333,6,5,5,3,0.23699538059851374,0.8476190476190477,0.9733333333333334
Electronics,Aluminum Foil,Metal,Packaging box,2.49 kg,0.6666666666666667,0.1571428571428571,0.7068965517241379,Sustainability Dataset,0.04599317131954208,0.7388067870826491,0.9540068286804579,0.7817247634371971,3,2,5,3,0.04599317131954209,0.7179967159277505,0.6908045977011494
Toys,Recycled Cardboard,Cardboard,Packaging box,25.97 kg,0.2266666666666667,0.1142857142857143,0.8793103448275861,Sustainability Dataset,0.5175738100020084,0.6638970990695128,0.4824261899979916,0.4782866966272026,8,1,5,3,0.5175738100020085,0.6195336617405582,0.6182528735632183
Toys,Kraft Paper,Paper,Cosmetic wrap,17.76 kg,0.52,0.4714285714285714,0.01724137931034475,FootprintData,0.3526812612974493,0.3552709359605912,0.6473187387025507,0.4923039959950017,8,5,0,1,0.35268126129744937,0.3206108374384236,0.21834482758620688
Furniture,Molded Pulp,Paper,Cosmetic wrap,30.38 kg,0.08000000000000002,0.01428571428571429,0.2586206896551724,OpenLCA Sample,0.6061458124121308,0.4414449917898194,0.3938541875878692,0.3187342529922885,4,5,0,2,0.606145812412131,0.33259113300492615,0.18717241379310343
Healthcare,PLA Bioplastic,Bioplastic,Medical packaging,32.53 kg,0.1200000000000001,0.3857142857142857,0.1551724137931034,Carbon Catalogue,0.6493271741313517,0.2964860426929393,0.3506728258686483,0.2597962648377702,5,0,4,0,0.6493271741313518,0.23292610837438427,0.14110344827586208
Furniture,Recycled Paper,Paper,Toy casing,32.0 kg,0.6266666666666667,0.4571428571428571,0.9137931034482758,FootprintData,0.6386824663587065,0.6944389709906952,0.3613175336412935,0.5741708484886661,4,5,8,1,0.6386824663587066,0.7247553366174055,0.7989425287356322
Healthcare,Cornstarch Plastic,Bioplastic,Shipping carton,13.66 kg,0.02666666666666667,0.6285714285714286,0.1206896551724137,Carbon Catalogue,0.2703354087166097,0.1729282977558839,0.7296645912833903,0.2960706964873707,5,0,6,0,0.27033540871660977,0.13322824302134645,0.08308045977011488
Construction,Tin Container,Metal,Toy casing,42.44 kg,0.7600000000000002,0.7857142857142856,0.5172413793103448,OpenLCA Sample,0.8483631251255271,0.4971756978653532,0.1516368748744729,0.4723613416084832,1,2,8,2,0.8483631251255274,0.5537536945812809,0.6143448275862069
Packaging,Kraft Paper,Paper,Cosmetic wrap,44.71 kg,0.8266666666666669,0.5857142857142856,0.3103448275862069,OpenLCA Sample,0.893954609359309,0.5170990695128627,0.106045390640691,0.4866532449973524,7,5,0,2,0.8939546093593093,0.5376617405582924,0.516873563218391
Furniture,Bamboo Fiber,Natural Fiber,Storage container,34.99 kg,0.08000000000000002,0.1714285714285714,0.9482758620689655,OpenLCA Sample,0.6987346856798554,0.6189490968801313,0.3012653143201446,0.361959233048096,4,3,7,2,0.6987346856798555,0.577024630541872,0.6009655172413794
Furniture,Tin Container,Metal,Cosmetic wrap,13.92 kg,0.3333333333333334,0.9857142857142858,0.1206896551724137,FootprintData,0.2755573408314922,0.1561029009304871,0.7244426591685078,0.3797739581227472,4,2,0,1,0.27555734083149225,0.1844663382594417,0.2057471264367816
Furniture,Cotton Fiber,Natural Material,Cosmetic wrap,40.92 kg,0.7466666666666668,0.04285714285714287,0.1206896551724137,Carbon Catalogue,0.8178349066077525,0.6081663929939792,0.1821650933922475,0.521916085215266,4,4,0,0,0.8178349066077527,0.5383711001642036,0.37108045977011495
Toys,Tin Container,Metal,Food container,1.09 kg,0.9600000000000002,0.5714285714285714,0.2068965517241379,FootprintData,0.01787507531632858,0.5318226600985222,0.9821249246836714,0.7953665414445104,8,2,2,1,0.017875075316328582,0.552472906403941,0.5081379310344829
Automotive,PLA Bioplastic,Bioplastic,Packaging box,21.4 kg,0.8133333333333335,0.4,0.5,OpenLCA Sample,0.4257883109058043,0.6377777777777779,0.5742116890941957,0.6713746178393699,0,0,5,2,0.42578831090580443,0.6453333333333334,0.6253333333333334
Healthcare,Molded Pulp,Paper,Toy casing,6.65 kg,0.72,0.02857142857142858,0.4137931034482758,Sustainability Dataset,0.1295440851576622,0.7017405582922823,0.8704559148423379,0.7578329977696143,5,5,8,3,0.12954408515766222,0.6478029556650247,0.5362758620689654
Electronics,Aluminum Foil,Metal,Shipping carton,9.48 kg,0.9333333333333336,0.5428571428571429,0.7758620689655171,FootprintData,0.1863828077927294,0.7221127531472359,0.8136171922072706,0.8129302589210756,3,2,6,1,0.18638280779272942,0.7751067323481118,0.8388505747126438
Healthcare,Cotton Fiber,Natural Material,Shipping carton,19.58 kg,0.1733333333333333,0.9428571428571428,0.05172413793103448,FootprintData,0.3892347861016268,0.09406677613574166,0.6107652138983732,0.2728562746238086,5,4,6,1,0.38923478610162693,0.10145155993431856,0.10036781609195403
Packaging,Aluminum Foil,Metal,Shipping carton,4.95 kg,0.4133333333333334,0.7142857142857142,0.603448275862069,Sustainability Dataset,0.09540068286804579,0.4341652983032294,0.9045993171319542,0.569045914460878,7,2,6,3,0.09540068286804582,0.4638555008210181,0.5274022988505748
Furniture,Kraft Paper,Paper,Medical packaging,37.41 kg,0.05333333333333334,0.3857142857142857,0.1724137931034482,OpenLCA Sample,0.7473388230568386,0.2800109469074986,0.2526611769431614,0.2038027318459479,4,5,4,2,0.7473388230568387,0.21315599343185548,0.12478160919540227
Furniture,Recycled Cardboard,Cardboard,Furniture panel,24.8 kg,0.6000000000000001,0.4,0.6896551724137931,Sustainability Dataset,0.4940751154850371,0.6298850574712644,0.5059248845149629,0.5837314883429947,4,1,3,3,0.4940751154850372,0.6358620689655173,0.6537931034482759
Automotive,Tin Container,Metal,Toy casing,5.45 kg,0.8666666666666667,0.657142857142857,0.103448275862069,Sustainability Dataset,0.1054428600120506,0.4376573617952929,0.8945571399879494,0.7034300867145019,0,2,8,3,0.10544286001205062,0.4566174055829229,0.40873563218390807
Construction,Aluminum Foil,Metal,Storage container,39.84 kg,0.6266666666666667,0.8285714285714285,0.3620689655172413,OpenLCA Sample,0.7961438039767021,0.3867214012041598,0.2038561960232979,0.4038454192886533,1,2,7,2,0.7961438039767024,0.4297799671592775,0.4679080459770115
Home Appliances,Molded Pulp,Paper,Storage container,1.5 kg,0.32,0.3285714285714286,0.2586206896551724,FootprintData,0.02610966057441253,0.4166830870279146,0.9738903394255874,0.5548403366388421,6,5,7,1,0.026109660574412538,0.36573399014778324,0.28317241379310343
Electronics,PLA Bioplastic,Bioplastic,Electronic enclosure,43.18 kg,0.5866666666666667,0.05714285714285713,0.3275862068965516,Carbon Catalogue,0.8632255472986543,0.6190366721401204,0.1367744527013457,0.4646470046664519,3,0,1,0,0.8632255472986545,0.5542725779967159,0.4312183908045977
Cosmetics,Recycled Cardboard,Cardboard,Toy casing,6.94 kg,0.7333333333333334,0.4142857142857143,0.3103448275862069,FootprintData,0.135368547901185,0.5431308155446086,0.864631452098815,0.6966417618474879,2,1,8,1,0.13536854790118502,0.5346141215106733,0.4795402298850575
Furniture,Molded Pulp,Paper,Packaging box,21.83 kg,0.3466666666666667,0.2714285714285714,0.5172413793103448,OpenLCA Sample,0.4344245832496484,0.5308264915161467,0.5655754167503515,0.4860032216315642,4,5,5,2,0.4344245832496485,0.49127750410509036,0.44901149425287357
